,author,title,datepublished,isbn13,Title,Author,PublishedDate,ISBN13
19688,,,,,By Promise Made,['Susan Leigh Furlong'],2020,9781509232291
19689,,,,,Rest in Peach,['Susan Furlong'],2016,9780698184220
19690,,,,,Shattered Justice,['Susan Furlong'],2019,9781496711748
19691,,,,,War and Peach,['Susan Furlong'],2017,9780425278963
19692,,,,,What They Don't Know,['Susan Furlong'],2022,9781645060413
19693,,,,,Keeper of My Dreams,['Susan Leigh Furlong'],2021,9781509237142
19694,,,,,Desperate Hope,['Susan Leigh Furlong'],2022,9781509245987
19695,,,,,Steadfast Will I Be,['Susan Leigh Furlong'],2019,9781509225798
19696,,,,,The Killer's Wife,['Susan Furlong'],2023,9781645060734
19697,,,,,Peaches and Scream,['Susan Furlong'],2015,9780698183841
19698,,,,,Legendary Locals of Tippecanoe to Tipp City,['Susan Furlong'],2014,9781467101592
19699,,,,,Deception Island,['Susan Furlong'],2024,9780369748294
19700,,,,,Tippecanoe to Tipp City,['Susan Furlong'],2012,9780738594453
19701,,,,,Murder on Consignment,['Susan Furlong Bolliger'],2013,9781625530608
19702,,,,,Murder for Bid,['Susan Furlong Bolliger'],2012,9781937273910
19703,,,,,The Screwed-Up Child,['Susan Obasi-Ikeagwu'],2021,9798534519464
19704,,,,,Sylvia's Story,['Susan Barwick'],2015,9780985713126
19705,,,,,"Math Made Simple, Grade 1","['Kaye Furlong', 'Susan Hendron']",2001,9780764701610
19706,,,,,Fine Arts of the South Bend Region 1840-2000,['Walter R. Collins'],2014,9781939674029
19707,,,,,"The Impact and Effect of Key Stage 3 Tasks and Tests on the Curriculum, Teaching and Learning and Teachers' Assessments","['Gillian Susan Close', 'Terry Furlong', 'Julian Swain', 'National Union of Teachers', ""King's College London"", ""King's College London. School of Education""]",1999,9780900560866
19708,,,,,An Ousey Death,['Susan Potter'],2019,9781796877274
19709,,,,,An Estranged Death,['Susan Potter'],2019,9781090393586
19710,,,,,Susan Potter and the Half Truth - Part 2,['Susan Potter'],2019,9781796496420
19711,,,,,Mother of the Regiment and Other Remarkable Women of Newfoundland and Labrador,['Susan Chalker Browne'],2019,9781771177337
19712,,,,,Landscapes Decoded,['Susan Oosthuizen'],2006,9781902806587
19713,,,,,"The Banana Sculptor, the Purple Lady, and the All-night Swimmer","['Susan Sheehan', 'Howard B. Means']",2002,9780743201223
19714,,,,,The Complete Idiot's Guide to Gambling Like a Pro,"['Stanford Wong', 'Susan Spector']",2003,9780028644851
19715,,,,,Teacher Professional Learning in an Age of Compliance,"['Susan Groundwater-Smith', 'Nicole Mockler']",2009,9781402094170
19716,,,,,Principles of Accounting,"['Belverd E. Needles', 'Marian Powers', 'Susan V. Crosson']",2013,9781285607047
19717,,,,,Tradition and Transformation in Anglo-Saxon England,['Susan Oosthuizen'],2013,9781472509475
19718,,,,,Coming On Strong,['Susan K Cahn'],2015,9780252097522
19719,,,,,Rodeo,['Susan Nance'],2020,9780806166834
19720,,,,,From Practice to Praxis: A reflexive turn,['Susan Groundwater-Smith'],2016,9781315300948
19721,,,,,From Elections to Democracy,['Susan Rose-Ackerman'],2005,9780521692151
19722,,,,,Ethics and Law for School Psychologists,"['Dawn M. Decker', 'Timothy S. Hartshorne', 'Susan Jacob']",2010,9780470910894
19723,,,,,Unemployed Youth and Social Exclusion in Europe,"['Susan Warner Weil', 'Danny Wildemeersch', 'Barry Percy-Smith']",2017,9781351876797
19724,,,,,Classification of Mammals,"['Malcolm C. McKenna', 'Susan K. Bell']",1997,9780231528535
19725,,,,,Facilitating Practitioner Research,"['Susan Groundwater-Smith', 'Jane Mitchell', 'Nicole Mockler', 'Petra Ponte', 'Karin Ronnerman']",2012,9781136631924
19726,,,,,The Soviet Navy,"['Bruce W. Watson', 'Susan M Watson', 'Calland Carnes', 'Brian Larson']",2020,9781000305753
19727,,,,,Age Studies,['Susan Pickard'],2016,9781473958951
19728,,,,,Democracy and Executive Power,['Susan Rose-Ackerman'],2021,9780300254952
19729,,,,,Dispute Management,"['Pauline Collins', 'Dalma Demeter', 'Susan Douglas']",2021,9781108794718
19730,,,,,Understanding Teacher Education,"['James Calderhead', 'Susan B. Shorrock']",2003,9781135718992
19731,,,,,Voices Past,['Susan Rollinson'],2009,9781848762664
19732,,,,,The Puller,['Michael Hodges'],2021,9781645060680
19733,,,,,Transcendence and Wittgenstein's Tractatus,['Michael Hodges'],2010,9781439905838
19734,,,,,A Doctor Looks at War,['Michael C. Hodges'],2007,9781598865943
19735,,,,,An Idea of Feathers,['Michael Hodges'],2022,9781942547167
19736,,,,,Plasma Frequency,"['Lindsey Duncan', 'Brent Knowles', 'Matthew Wuertz', 'Liz Colter', 'Beth Powers']",2013,9781492791034
19737,,,,,Thinking in the Ruins,"['Michael P. Hodges', 'John Lachs', 'Centennial Professor of Philosophy John Lachs, PH.D']",2000,9780826513410
19738,,,,,AK47,['Michael Hodges'],2007,9780340921050
19739,,,,,The Way Rain Falls,['Mathew Michael Hodges'],2020,9781952600005
19740,,,,,Parish Churches of Greater London,['Michael Hodges'],2015,9780946694082
19741,,,,,The Invasive 2: Remnants,['Michael Hodges'],2017,9781925597981
19742,,,,,BLACK FRIDAY,['Michael Hodges'],2017,9781925597271
19743,,,,,"Bards and Sages Quarterly, January 2013","['Richard H. Fay', 'Michael Hodges', 'Cheryl A. Warner', 'H. L. Fullerton', 'Michael Andre-Driussi', 'Tim McDaniel', 'Bonner Litchfield', 'Mitch Richmond', 'Travis Bow', 'Diana Parparita', 'Scott Virtes', 'Dean Kutzler', 'Jason Kahn']",2013,9781481931175
19744,,,,,America the Horrific,"['Ron Boyer', 'James Door', 'Mae Empson', 'Ann Gimpel', 'G. Miki Hayden']",2011,9781466405424
19745,,,,,The Invasive,['Michael Hodges'],2016,9781925493498
19746,,,,,The Last Colossus,['Michael Hodges'],2017,9781925597691
19747,,,,,Light That Is Darkness,['Michael Rudolph Hodges'],2017,9781548402631
19748,,,,,Light That Is Darkness 8,['Michael Hodges'],2017,9781548837211
19749,,,,,Light That Is Darkness 15,['Michael Hodges'],2017,9781981893676
19750,,,,,Light That Is Darkness 14,['Michael Hodges'],2017,9781979682596
19751,,,,,Light That Is Darkness 5,['Michael Rudolph Hodges'],2017,9781546950240
19752,,,,,Light That Is Darkness. Volume 2,['Michael Hodges'],2017,9781545018361
19753,,,,,Mind Control,['Michael Rudolph Hodges'],2017,9781976144813
19754,,,,,Kevin Keegan,['Michael Hodges'],1997,9780752224763
19755,,,,,Moving Toward Understanding,['Michael Rudolph Hodges'],2017,9781545351536
19756,,,,,In Your Patience,['Michael Rudolph Hodges'],2018,9781983906916
19757,,,,,Light That Is Darkness. Volume 21,['Michael Hodges'],2018,9781721690947
19758,,,,,Building the Modern World,['Michael H. Hodges'],2018,9780814340356
19759,,,,,Building the Modern World,['Michael H. Hodges'],2018,9780814340363
19760,,,,,KNIGHTS HOSPITALLER IN GREAT BRITAIN IN 1540,['MICHAEL. HODGES'],2018,9780951266489
19761,,,,,Writing History with Lightning,"['Matthew C. Hulbert', 'John C. Inscoe']",2019,9780807170908
19762,,,,,"Bards and Sages Quarterly, October 2013","['Jibrail Raha', 'T. L. Sherwood', 'Jennifer R. Povey', 'Michael Hodges', 'Tim McDaniel', 'Geoffrey Porter', 'Marco Giandomenico', 'Gitte Christensen', 'James Aquilone', 'Dawn Bonanno', 'David Hughes', 'Amanda Thompson']",2013,9781492874317
19763,,,,,Light That Is Darkness,['Michael Hodges'],2017,9781544190266
19764,,,,,The Lost Chord,['Michael Hodges'],1998,9781840941708
19765,,,,,Comrades in Arms,['Michael Hodges'],1997,9780877035091
19766,,,,,Brothers in Arms,['Lois McMaster Bujold'],2018,9781481483315
19767,,,,,Memory (Hardcover),['Lois McMaster Bujold'],1996,9780671877439
19768,,,,,Miles in Love,['Lois McMaster Bujold'],2008,9781618246462
19769,,,,,Mirror Dance,['Lois McMaster Bujold'],1994,9780671722104
19770,,,,,A Civil Campaign,['Lois McMaster Bujold'],2000,9780671578855
19771,,,,,The Sharing Knife Volume Two,['Lois McMaster Bujold'],2009,9780061798337
19772,,,,,Paladin of Souls,['Lois McMaster Bujold'],2009,9780061748905
19773,,,,,"Miles, Mutants and Microbes",['Lois McMaster Bujold'],2008,9781416556008
19774,,,,,Komarr,['Lois McMaster Bujold'],1999,9780671578084
19775,,,,,Diplomatic Immunity,['Lois McMaster Bujold'],2002,9780743435338
19776,,,,,The Curse of Chalion,['Lois McMaster Bujold'],2009,9780061793042
19777,,,,,Gentleman Jole and the Red Queen,['Lois McMaster Bujold'],2016,9781625794802
19778,,,,,Cryoburn,['Lois McMaster Bujold'],2010,9781439133941
19779,,,,,Masquerade in Lodi,['Lois Mcmaster Bujold'],2021,9781645240471
19780,,,,,"Miles, Mystery & Mayhem",['Lois McMaster Bujold'],2003,9780743436182
19781,,,,,Ethan of Athos,['Bujold'],1986,9780671656041
19782,,,,,Shards of Honor,['Lois McMaster Bujold'],2015,9781476781105
19783,,,,,Captain Vorpatril's Alliance,['Lois McMaster Bujold'],2012,9781618249593
19784,,,,,The Warrior's Apprentice,['Lois McMaster Bujold'],2004,9780743468404
19785,,,,,The Physicians of Vilnoc,['Lois McMaster Bujold'],2021,9781645240211
19786,,,,,Penric's Progress,['Lois McMaster Bujold'],2020,9781982124298
19787,,,,,Cetaganda,['Lois McMaster Bujold'],1996,9780671877446
19788,,,,,Shards of Honour,['Lois McMaster Bujold'],2003,9780743468428
19789,,,,,Knife Children,['Lois McMaster Bujold'],2020,9781596069541
19790,,,,,Women at War,['Lois McMaster Bujold'],1997,9780812544589
19791,,,,,The Orphans of Raspay,['Lois McMaster Bujold'],2020,9781596069725
19792,,,,,Cordelia's Honor,['Lois McMaster Bujold'],1999,9780671578282
19793,,,,,Penric's Labors,['Lois McMaster Bujold'],2022,9781982192242
19794,,,,,The Sharing Knife Volume One,['Lois McMaster Bujold'],2009,9780061796753
19795,,,,,Mira's Last Dance,['Lois McMaster Bujold'],2018,9781596068544
19796,,,,,The Warrior's Apprentice 30th Anniversary Edition,['Lois McMaster Bujold'],2016,9781476781303
19797,,,,,The Flowers of Vashnoi,['Lois McMaster Bujold'],2019,9781596068926
19798,,,,,"The Sharing Knife, Volume Four",['Lois McMaster Bujold'],2009,9780061984815
19799,,,,,Gentleman Jole and the Red Queen Signed Limited Edition,['Lois McMaster Bujold'],2016,9781476781785
19800,,,,,The Spirit Ring,['Lois McMaster Bujold'],1993,9780671721886
19801,,,,,Mountains of Mourning-A Miles Vorkosigan Hugo and Nebula Winning Novella,['Lois McMaster Bujold'],2014,9781649730398
19802,,,,,Penric's Travels,['Lois McMaster Bujold'],2021,9781982125387
19803,,,,,The Prisoner of Limnos,['Lois McMaster Bujold'],2019,9781596068841
19804,,,,,Penric's Mission,['Lois McMaster Bujold'],2017,9781596068445
19805,,,,,Captain Vorpatril's Alliance Limited Signed Edition,['Lois McMaster Bujold'],2012,9781451638646
19806,,,,,The Sharing Knife Volume One,['Lois McMaster Bujold'],2007,9780061139079
19807,,,,,Dreamweaver's Dilemma,['Lois McMaster Bujold'],1997,9780915368532
19808,,,,,The Sharing Knife Volume One,['Lois McMaster Bujold'],2006,9780061137587
19809,,,,,The Vor Game,['Bujold'],2016,9781476781631
19810,,,,,Hallowed Hunt,['Lois McMaster Bujold'],2001,9785558673326
19811,,,,,Cetaganda,['Lois McMaster Bujold'],1996,9788440667151
19812,,,,,Penric's Fox,['Lois McMaster Bujold'],2018,9781596068636
19813,,,,,"The Sharing Knife, Volume Four",['Lois McMaster Bujold'],2009,9780061375361
19814,,,,,Penric and the Shaman,['Lois McMaster Bujold'],2017,9781596068155
19815,,,,,Miles Errant,['Lois McMaster Bujold'],2002,9780743435581
19816,,,,,Collision of Lies,['Tom Threadgill'],2020,9781493421305
19817,,,,,Network of Deceit,['Tom Threadgill'],2021,9781493428656
19818,,,,,Winter's Fury,['Tom Threadgill'],2019,9781645262497
19819,,,,,Dead of Winter,['Threadgill Tom'],2019,9781946016805
19820,,,,,Coming of Winter,['Tom Threadgill'],2018,9781946016553
19821,,,,,"1,000 Recordings to Hear Before You Die",['Tom Moon'],2008,9780761139638
19822,,,,,Friendly Vermin,['Tom Lee McKnight'],1976,9780520095588
19823,,,,,Uncharted Leadership,['Angie Ward'],2023,9780310143413
19824,,,,,I Am a Leader,['Angie Ward'],2020,9781641581769
19825,,,,,The Student's Quick-Start Guide to Successful Online Learning,['Angie Ward'],2013,9780615824710
19826,,,,,Pit,['Angie Ward'],2010,9781453825112
19827,,,,,Where's the Proof?,['Angie Ward'],2008,9781606470657
19828,,,,,Ryan's Recovery,['Angie Ward'],2020,9781645445593
19829,,,,,The Way Out,['Greg S. Reid'],2014,9781939078032
19830,,,,,Child Care and Children with Special Needs: Challenges for Low Income Families,"['Helen D. Ward', 'Julie Atkins', 'Angie Herrick', 'Patricia McGrath Morris', 'Edmund S. Muskie School of Public Service']",2004,9780970832733
19831,,,,,Stories from the Heart,"['Lisa Evans', 'Leesa Hart', 'Rebecca Hannan', 'Marlene Ward', 'Troy Hendrickson', 'Jay Crisp Crow', 'Nichola Renton', 'Kristy Ambrose', 'Vida Carlino', 'Angie Paskevicius', 'Lynette Delane', 'Amanda Lambros', 'Louise Kelly', 'Michele Alexander', 'Michelle Sandford', 'Fiona Jeanne']",2018,9780994259424
19832,,,,,Dark Sacrifice,['Angie Sandro'],2014,9781455554850
19833,,,,,Starting Your Career as an Artist,"['Angie Wojak', 'Stacy Miller']",2011,9781581158533
19834,,,,,Little Fighters: Miracle Conjoined Twins,"['Angie Benhaffaf', ""Edel O'Connell""]",2012,9780717152858
19835,,,,,What to Expect When Your Demon Slayer is Expecting,['Angie Fox'],2018,9781939661517
19836,,,,,Darkness Beckons,['Angie Martin'],2021,9798566100517
19837,,,,,Shadows,['Angie Martin'],2016,9781539395621
19838,,,,,"Practice Development Workbook for Nursing, Health and Social Care Teams","['Jan Dewing', 'Brendan McCormack', 'Angie Titchen']",2014,9781118676752
19839,,,,,Going Into Hospital,"['Sheila Hollins', 'Angie Avis', 'Samantha Cheverton']",2018,9781784580681
19840,,,,,"Boyfriend Wanted, Must Love Dancing",['Angie Pepper'],2021,9781990367281
19841,,,,,The Yoga of Parenting,['Sarah Ezrin'],2023,9781645471172
19842,,,,,Quicklet on The Best Pink Floyd Songs: Lyrics and Analysis,['Sarah Bruhns'],2012,9781614642435
19843,,,,,The Scapegracers,['Hannah Abigail Clarke'],2020,9781645660002
19844,,,,,The Scar Test,['Hannah Khalil'],2017,9781350050846
19845,,,,,Don’t Ask If I’m Okay,['Jessica Kara'],2023,9781645677529
19846,,,,,A Furry Faux Paw,['Jessica Kara'],2022,9781645675273
19847,,,,,Push Girl,"['Chelsie Hill', 'Jessica Patrick']",2014,9781466846050
19848,,,,,Don't Ask If I'm Okay,['Jessica Kara'],2023,9781645677512
19849,,,,,Kara,['Jessica Ashley'],2019,9781709773686
19850,,,,,Jessica,['Jessica Ashley'],2019,9781707705573
19851,,,,,Katherine,['Jessica Ashley'],2019,9781707711093
19852,,,,,Kara's Travel Journal,['Jessica Ashley'],2019,9781690658849
19853,,,,,Jacquelyn,['Jessica Ashley'],2019,9781709773488
19854,,,,,Kristi,['Jessica Ashley'],2019,9781709775833
19855,,,,,Maryann,['Jessica Ashley'],2019,9781709781841
19856,,,,,Kimberly,['Jessica Ashley'],2019,9781707711284
19857,,,,,Allison,['Jessica Ashley'],2019,9781709461286
19858,,,,,Delores,['Jessica Ashley'],2019,9781709474064
19859,,,,,Sherri,['Jessica Ashley'],2019,9781709787591
19860,,,,,Lori,['Jessica Ashley'],2019,9781707715930
19861,,,,,Lindsey,['Jessica Ashley'],2019,9781709776038
19862,,,,,Margie,['Jessica Ashley'],2019,9781709778933
19863,,,,,Joann,['Jessica Ashley'],2019,9781707705610
19864,,,,,Brandi,['Jessica Ashley'],2019,9781709466397
19865,,,,,Project Management in Perspective,"['Theuns Oosthuizen', 'Rob Venter', 'Llewelyn Bricknell', 'Jessica Fraser', 'Mohammed Kara', 'Whitey van der Linde', 'Geoff Goldman', 'Cor Scheepers', 'Andrew McGregor']",2011,9780195993141
19866,,,,,Leslie,['Jessica Ashley'],2019,9781707711390
19867,,,,,Jackie,['Jessica Ashley'],2019,9781709773464
19868,,,,,Maureen,['Jessica Ashley'],2019,9781709781872
19869,,,,,Brandy,['Jessica Ashley'],2019,9781709466403
19870,,,,,Bridget,['Jessica Ashley'],2019,9781709466427
19871,,,,,Emily,['Jessica Ashley'],2019,9781707701438
19872,,,,,Nancy,['Jessica Ashley'],2019,9781707931774
19873,,,,,Krista,['Jessica Ashley'],2019,9781709775826
19874,,,,,Gayle,['Jessica Ashley'],2019,9781709479588
19875,,,,,Madeline,['Jessica Ashley'],2019,9781709778803
19876,,,,,Adrienne,['Jessica Ashley'],2019,9781709461194
19877,,,,,Sheri,['Jessica Ashley'],2019,9781709787577
19878,,,,,Jennifer,['Jessica Ashley'],2019,9781707705559
19879,,,,,Shelly,['Jessica Ashley'],2019,9781709787560
19880,,,,,Deanna,['Jessica Ashley'],2019,9781709474040
19881,,,,,Michelle,['Jessica Ashley'],2019,9781707931743
19882,,,,,Colleen,['Jessica Ashley'],2019,9781709473975
19883,,,,,Latoya,['Jessica Ashley'],2019,9781709775888
19884,,,,,Maggie,['Jessica Ashley'],2019,9781709778858
19885,,,,,Johnnie,['Jessica Ashley'],2019,9781709773624
19886,,,,,Vickie,['Jessica Ashley'],2019,9781709789861
19887,,,,,Megan,['Jessica Ashley'],2019,9781707716135
19888,,,,,Whitney,['Jessica Ashley'],2019,9781709789946
19889,,,,,Gina,['Jessica Ashley'],2019,9781709771712
19890,,,,,Dana,['Jessica Ashley'],2019,9781707696918
19891,,,,,Leslie,['Jessica Ashley'],2019,9781671279278
19892,,,,,Open in Case of Emergency,['Richard Fairgray'],2017,9781510716919
19893,,,,,Gorillas in Our Midst,"['Richard Fairgray', 'Terry Jones']",2015,9781632206077
19894,,,,,Black Sand Beach 1: Are You Afraid of the Light?,['Richard Fairgray'],2020,9781645950004
19895,,,,,Black Sand Beach #3: Have You Seen the Darkness?,['Richard Fairgray'],2022,9781645950929
19896,,,,,Black Sand Beach 2: Do You Remember the Summer Before?,['Richard Fairgray'],2021,9781645950042
19897,,,,,Cardboardia 1: The Other Side of the Box,['Lucy Campagnolo'],2021,9781645950400
19898,,,,,Black Sand Beach 1.5: Tales from Black Sand Beach,['Richard Fairgray'],2021,9781645950745
19899,,,,,Black Sand Beach 4: Where Do Monsters Come From?,['Richard Fairgray'],2023,9781645950943
19900,,,,,Sweet Penny and the Lion,"['Richard Fairgray', 'Alexander Burke']",2018,9781510734869
19901,,,,,Four-Color Heroes,['Richard Fairgray'],2023,9780998797991
19902,,,,,That's Not the Monster We Ordered,['Fairgray Richard'],2017,9780143770497
19903,,,,,Blastosaurus #00,"['Paul Eiding', 'Richard Fairgray']",2018,9781948902007
19904,,,,,Blastosaurus,"['Richard Fairgray', 'Paul Eiding']",2020,9781948206372
19905,,,,,Blastosaurus,"['Richard Fairgray', 'Paul Eiding']",2020,9781948206389
19906,,,,,Blastosaurus: Remember...Voices Carry,"['Richard Fairgray', 'Terry Jones']",2014,9780473277581
19907,,,,,Farthest South & Other Stories,['Ethan Rutherford'],2021,9781646050482
19908,,,,,The Peripatetic Coffin and Other Stories,['Ethan Rutherford'],2013,9780062203847
19909,,,,,Broadswords and Blasters Issue 9,"['R. A. Goli', 'Cara Fox', 'Rex Weiner', 'Vince Carpini', 'Matt Spencer', 'C. W. Blackwell', 'Ethan Sabatella', 'Adam Furman', 'Scotch Rutherford', 'Matthew Gomez']",2019,9781797872643
19910,,,,,World War Hack,"['Ethan Bull', 'Tsubasa Yozora']",2012,9780983367086
19911,,,,,Always Eat Left Handed,['Rohit Bhargava'],2018,9781940858449
19912,,,,,Non-Obvious Megatrends,['Rohit Bhargava'],2020,9781646870219
19913,,,,,Non-Obvious 2017,['Rohit Bhargava'],2016,9781940858234
19914,,,,,Likeonomics,['Rohit Bhargava'],2012,9781118238820
19915,,,,,Nonobvious,['Rohit Bhargava'],2017,9781940858425
19916,,,,,Non Obvious Megatrends,['Rohit Bhargava'],2020,9781646870028
19917,,,,,The Non-Obvious Guide to Marketing and Branding (Without a Big Budget),['Rohit Bhargava'],2021,9781646870455
19918,,,,,"Non-Obvious Guide to Working Remotely (Being Productive Without Getting Distracted, Lonely Or Bored)",['Rohit Bhargava'],2021,9781646870554
19919,,,,,Non-Obvious 2018 - Europe Edition,['Rohit Bhargava'],2017,9781940858531
19920,,,,,Non-Obvious 2018 - Brazil Edition,['Rohit Bhargava'],2017,9781940858579
19921,,,,,The Non-Obvious Guide to Small Business Marketing (Without a Big Budget),['Rohit Bhargava'],2019,9781940858609
19922,,,,,Non-Obvious 2018 - Asia Edition,['Rohit Bhargava'],2017,9781940858548
19923,,,,,Non Obvious,['Rohit Bhargava'],2016,9781940858159
19924,,,,,The Non-Obvious Guide to Traveling for Work,['Rohit Bhargava'],2019,9781940858944
19925,,,,,"Personality Not Included: Why Companies Lose Their Authenticity And How Great Brands Get it Back, Foreword by Guy Kawasaki",['Rohit Bhargava'],2008,9780071545228
19926,,,,,Non-Obvious 2018 - China Edition,['Rohit Bhargava'],2017,9781940858562
19927,,,,,Non-Obvious 2018 - India Edition,['Rohit Bhargava'],2017,9781940858586
19928,,,,,The Non-Obvious Guide to Virtual Meetings and Remote Work,['Rohit Bhargava'],2020,9781646870233
19929,,,,,The Future Normal,"['Rohit Bhargava', 'Henry Coutinho-Mason']",2023,9781646871469
19930,,,,,Non-Obvious 2019: How to Predict Trends and Win the Future,['Rohit Bhargava'],2019,9781940858661
19931,,,,,Your Life Path,['Linda K. Watts'],2018,9781631440793
19932,,,,,Encyclopedia of American Folklore,['Linda S. Watts'],2007,9780739484425
19933,,,,,Encyclopedia of American Folklore,['Linda Watts'],2020,9781646930005
19934,,,,,Better Endings,['Linda K. Watts'],2022,9781956452082
19935,,,,,"The ""Life Map"" As an Implicit Cognitive Structure Underlying Behavior",['Linda Watts'],2011,9780773444133
19936,,,,,SWIMMING THROUGH HISTORY,['LINDA. WATTS'],2022,9781915069023
19937,,,,,Look Both Ways,"['Lois Tait', 'Eileen Turner', 'Linda Watts', 'David Payne']",2010,9781900920162
19938,,,,,"Food and World Culture: Issues, Impacts, and Ingredients [2 volumes]","['Linda S. Watts', 'Kelty Clark-Mahoney']",2022,9781440870002
19939,,,,,A Guide to Mentoring,['Linda Watts'],1996,9780642245656
19940,,,,,Social History of the United States [10 volumes],"['Brian Greenberg', 'Linda S. Watts', 'Richard A. Greenwald', 'Gordon Reavley', 'Alice L. George', 'Scott Beekman', 'Cecelia Bucki', 'Mark Ciabattari', 'John C. Stoner', 'Troy D. Paino', 'Laurie Mercier', 'Andrew Hunt', 'Peter C. Holloran', 'Nancy Cohen']",2008,9781598841282
19941,,,,,The Art of Painting in Acrylic,"['Alicia Vannoy Call', 'Michael Hallinan', 'Varvara Harmon', 'Darice Machel McGuire', 'Toni Watts', 'Linda Yurgensen']",2014,9781600583827
19942,,,,,Alternative Approaches in Music Education,['Ann C. Clements'],2010,9781607098577
19943,,,,,Infinity's End,"['Stephen Baxter', 'Lavie Tidhar', 'Peter Watts', 'Linda Nagata', 'Fran Wilde', 'Nick Wolven', 'Kristine Kathryn Rusch', 'Naomi Kritzer', 'Justina Robson', 'Kelly Robson', 'Paul Macauley', 'Hannu Rajaniemi', 'Seanan McGuire', 'Alastair Reynolds']",2018,9781781085752
19944,,,,,Frank Watts and Ora Weller,"['Linda Glandon Henderson', 'Randi Davis Riley']",2019,9780578459912
19945,,,,,"The ""life Map"" as an Implicit Cognitive Structure Underlying Behavior",['Linda Kay Watts'],2011,9780773415591
19946,,,,,A Matter of Style,['Linda Leuzzi'],1996,9780531158319
19947,,,,,Food and World Culture,"['Linda Watts', 'Kelty Clark-Mahoney']",2022,9781440879593
19948,,,,,2nd Annual Family Law Intensive,"['Linda Dessau', 'Jennifer Boland']",1998,9780863945229
19949,,,,,Matter of Style,['Linda Leuzzi'],1996,9780613292917
19950,,,,,A Crooked Mark,['Linda Kao'],2023,9780593527580
19951,,,,,Supply Belcher,['Linda Davenport'],2014,9781135625948
19952,,,,,Emotional Intelligence,['Linda Wasmer Andrews'],2004,9780531123355
19953,,,,,A More Perfect Union,['Linda Sargent Wood'],2012,9780199922888
19954,,,,,Pianists on Playing,['Linda J. Noyle'],2000,9781461670490
19955,,,,,Death by Latte,['Linda Gerber'],2008,9780142411186
19956,,,,,Dawn of the Thirteenth Order,['Linda Arena'],2015,9781460261064
19957,,,,,Leading the Common Core Initiative: A Guide for K–5 School Librarians,"['Carl A. Harvey II', 'Linda L. Mills']",2014,9781610694926
19958,,,,,Dark Water,['Linda Hall'],2006,9781578569540
19959,,,,,Andy Warhol,['Linda Bolton'],2006,9780749666248
19960,,,,,Death by Bikini,['Linda Gerber'],2008,9781440630958
19961,,,,,Residential Lighting,['Linda Owens'],1998,9780788147197
19962,,,,,Life Connections,['Linda Leuzzi'],2000,9780531115664
19963,,,,,Meditation,['Linda Wasmer Andrews'],2004,9780531166093
19964,,,,,Medieval Times,['Linda Milliken'],1995,9781564720498
19965,,,,,Migrant Farm Workers,['Linda Jacobs Altman'],1994,9780531130339
19966,,,,,The Elementary School Library Collection,['Brodart'],1996,9780872721050
19967,,,,,United Nations,['Linda Melvern'],2004,9780749656980
19968,,,,,A Creative Life,['Linda Leuzzi'],1999,9780531115275
19969,,,,,The Atlas of the Oceans,['Linda Sonntag'],2001,9780749642112
19970,,,,,Intelligence,['Linda Wasmer Andrews'],2004,9780531166086
19971,,,,,To the Young Environmentalist,['Linda Leuzzi'],1997,9780531113592
19972,,,,,The Atlas of Animals,"['Linda Sonntag', 'Richard Walker']",2003,9780749650698
19973,,,,,Madame Restell,['Jennifer Wright'],2023,9780306826825
19974,,,,,Get Well Soon,['Jennifer Wright'],2017,9781627797467
19975,,,,,She Kills Me,['Jennifer Wright'],2021,9781647000004
19976,,,,,It Ended Badly,['Jennifer Wright'],2015,9781627792868
19977,,,,,We Came First,['Jennifer Wright'],2019,9781786275028
19978,,,,,Unprotected Texts,['Jennifer Wright Knust'],2011,9780062010827
19979,,,,,Killer Fashion,['Jennifer Wright'],2017,9781449489182
19980,,,,,The Author's Way Journal,['Jennifer Wright'],2023,9798987222263
19981,,,,,Student Study Guide for Give Me Liberty!,"['Michael Kim', 'Matt Tassinari', 'Jennifer Wright']",2023,9781324047124
19982,,,,,RedeemHer Heart,['Jennifer Wright'],2022,9781777173418
19983,,,,,Come Down Somewhere,['Jennifer L. Wright'],2022,9781496471673
19984,,,,,Abandoned to Lust,['Jennifer Wright Knust'],2006,9780231136624
19985,,,,,Coloring and Activity Fun Book by J. D. Wright,['Jennifer Wright'],2015,9780996978200
19986,,,,,Coloring Couples Journal,['Jennifer Wright'],2017,9780996978248
19987,,,,,Finding Home,['Jennifer Wright'],2015,9781784305390
19988,,,,,The Girl from the Papers,['Jennifer L. Wright'],2023,9781496477590
19989,,,,,By My Side,['Jennifer Wright'],2016,9781784309428
19990,,,,,Morvea,['Jennifer Wright'],2013,9781781842423
19991,,,,,Airos,['Jennifer Wright'],2013,9781781848203
19992,,,,,Athis Dey,['Jennifer Wright'],2015,9781784304973
19993,,,,,Pavarus,['Jennifer Wright'],2012,9781781841174
19994,,,,,If It Rains,['Jennifer L. Wright'],2021,9781496449320
19995,,,,,The Dying Five,['Jennifer Wright-Berryman'],2023,9798215992395
19996,,,,,My Infertility Journey a Late Stork Journal,['Jennifer Wright'],2007,9780978880507
19997,,,,,The Vampire Hunter's Daughter: Part II,['Jennifer Malone Wright'],2014,9781494484309
19998,,,,,Open Book,['Jennifer A. Wright'],2009,9781467046381
