,author,title,datepublished,isbn13
26739,['Sharon Cullen'],His Saving Grace: A Rouge Regency Romance,2015,9781473528321
26740,['Sharon Cullen'],Redemption,2009,9781605043401
26741,['Sharon Cullen'],Loving The Earl: A Rouge Regency Romance,2014,9781473502406
26742,['Sharon Cullen'],An Unwilling Earl,2021,9781666157253
26743,['Sharon Cullen'],Deception,2009,9781605042800
26744,"['Laura Cullen', 'Kirsten Hanrahan', 'Michele Farrington', 'Jennifer DeBerg', 'Sharon Tucker', 'Charmaine Kleiber']",Evidence-based Practice in Action,2017,9781940446936
26745,['David Ezra Stein'],Honey,2020,9780593108208
26746,['David Ezra Stein'],Leaves,2010,9780399254970
26747,['David Ezra Stein'],Tad and Dad,2021,9780593111277
26748,['David Ezra Stein'],Dinosaur Kisses,2018,9781536202151
26749,['David Ezra Stein'],The Nice Book,2013,9780399165344
26750,['David Ezra Stein'],Ice Boy,2019,9781536208931
26751,['David Ezra Stein'],I'm My Own Dog,2014,9780763661397
26752,['David Ezra Stein'],Beaky Barnes: Egg on the Loose,2024,9780593094778
26753,['David Ezra Stein'],Interrupting Chicken: Cookies for Breakfast,2023,9781536220315
26754,['David Ezra Stein'],Interrupting Chicken and the Elephant of Surprise,2021,9781536212099
26755,['David Ezra Stein'],Because Amelia Smiled,2022,9781536227949
26756,['David Ezra Stein'],"Don't Worry, Murray",2022,9780062845245
26757,['David Ezra Stein'],"Hush, Little Bunny Board Book",2022,9780062845238
26758,['David Ezra Stein'],"Love, Mouserella",2011,9780399255809
26759,['David Ezra Stein'],"Love, Mouserella",2011,9780399254109
26760,['David Ezra Stein'],Ol' Mama Squirrel,2013,9780399256721
26761,['David Ezra Stein'],Interrupting Chicken,2019,9781536206722
26762,['David Ezra Stein'],Cowboy Ned & Andy,2011,9781442436220
26763,['David Ezra Stein'],Beaky Barnes and the Devious Duck,2024,9780593094792
26764,['Cooper Davis'],A Gentleman Revealed,2018,9780399585494
26765,['Peggy Cooper Davis'],Neglected Stories,1998,9780809016075
26766,['Charlotte Cooper-Davis'],Christine de Pizan,2021,9781789144413
26767,['Cooper Davis'],Bound by Nature,2011,9781609280000
26768,['William J. Cooper'],"Jefferson Davis, American",2001,9780375725425
26769,['Charlotte Elizabeth Cooper'],Christine de Pizan - Empowering Women Through Text and Image,2020,9781641892902
26770,['Cooper Davis'],Taking You Home,2011,9781609283438
26771,"['William J. Cooper, Jr.']",Jefferson Davis and the Civil War Era,2013,9780807153116
26772,['Cooper Davis'],A King Undone,2015,9781619230613
26773,['Thomas Cooper Davis'],"The Relationship Among Organizational Culture, Pastoral Leadership Style, and Worship Attendance Growth in United Methodist Churches in Rapidly Growing Suburbs of Atlanta",2007,9780549097846
26774,"['Melissa A. Bailey', 'Matthew C. Cooper', 'Frank D. Davis', 'William K. Doran', 'John B. Flood', 'Margaret S. Lopez', 'John F. Martin', 'Marshall Lee Miller', 'Gwendolyn K. Nightengale', 'Shontell Powell', 'Phillip B. Russell', 'Arthur G. Sapper', 'Kenneth B. Siepman', 'Zachary S. Stinson', 'R. Lance Witcher']",Occupational Safety and Health Law Handbook,2016,9781598886795
26775,"['Harry Cooper', 'Barbara Haskell']",Stuart Davis,2016,9783791355108
26776,['Cooper Davis'],The Last Impression,2013,9781484915875
26777,"['Anthony Barrow', 'Tracey ""Big Tray Deee"" Davis', 'Jdee Cooper']",Los Angeles Tymez,2013,9780988950603
26778,"['William J. Cooper, Jr.']",Approaching Civil War and Southern History,2019,9780807170960
26779,['William J. Cooper'],We Have the War Upon Us,2013,9781400076239
26780,"['Adrean Messmer', 'James Shoberg', 'Jill Corddry', 'Robin Kirk', 'Kurt Newton', 'Stanley Webb', 'Shannon Iwanski', 'Kristin Cooper', 'Douglas Ford', 'Amanda Davis', 'Michael Schutz-Ryan', 'Adan Ramie', 'Lonnie Bricker', 'Stephanie Madan', 'Jack Burgos', 'John Biggs', 'Kerry Black', 'M. Pack', 'Shenoa Carroll-Bradd', 'Alex Shvartsman', 'Mary Pletsch']",Beyond the Nightlight,2014,9780692321539
26781,['Rod Thompson'],The Black Hills,2014,9780425266533
26782,['Pastor Rod Thompson'],God's Amazing Atonement,2022,9781664277243
26783,"['Scott Mcbride', 'Rod Thompson']",The Adventures of Connor the Courageous Cutter: The Blinding Blizzard,2023,9781645439318
26784,['Rod Thompson'],Going to Brownsville,2004,9781931643474
26785,"['Lynda Monahan', 'Rod Thompson']",A Beautiful Stone,2019,9781989274200
26786,"['Scott McBride', 'Rod Thompson']",The Adventures of Connor the Courageous Cutter,2015,9781631773891
26787,['Rod Thompson'],God Is Holy and Pure,2008,9781877481147
26788,"['Rod Thompson', 'Alison Thompson', 'Bethany Thompson', 'Cameron Thompson']","Gifted! The Story of a ""Teenage Genius""",2012,9781470130381
26789,"['Rod Thompson', 'Scott Mcbride']",Mystery of the Baffling Blackout,2018,9781684018178
26790,"['Rod Thompson', 'Alison Thompson']",10 Steps to Conquering Anxiety and Panic,2012,9781479257003
26791,"['Mike Ritland', 'Gary Brozek', 'Thea Feldman']",Navy SEAL Dogs,2013,9781250041821
26792,['Mike Ritland'],Team Dog,2016,9780425276273
26793,"['Mike Ritland', 'Gary Brozek']",Trident K9 Warriors,2013,9781250024985
26794,['Mike Ritland'],"Unfuck America: A Respectful, Open-Minded Conversation",2021,9781544524863
26795,"['Christopher Hagerman', 'Mike Ritland', 'SOFREP']",Navy SEALs BUD/S Preparation Guide,2014,9781466841208
26796,['Mike Ritland'],Team Dog,2015,9781322723679
26797,['Mike Ritland'],Navy Seal Dogs,2015,9780545912686
26798,['Michael Ritland'],Navy SEAL Dogs,2015,9781484446263
26799,"['Mike Ritland', 'Gary Brozek']",Team Dog,2015,9783864138607
26800,"['Mike Ritland', 'Gary Brozek']",Trident K9 Warriors,2013,9781250024978
26801,['Mike Gruntman'],Blazing the Trail,2004,9781563477058
26802,['Mike Collins'],Pro Tools 8,2013,9781136122941
26803,"['Robert McCleery', 'Ara Monadjem', 'L. Mike Conner', 'James D. Austin', 'Peter J. Taylor']",Methods for Ecological Research on Terrestrial Small Mammals,2022,9781421442129
26804,['Mike Cortez'],Beer Lover's Texas,2015,9781493017218
26805,"['Mike Morrison', 'Joline Morrison']",Database-driven Web Sites,2003,9780619064488
26806,['Radhika Sanghani'],I Wish We Weren't Related,2023,9780593335079
26807,['Radhika Sanghani'],Not That Easy,2015,9780425276426
26808,['Radhika Sanghani'],Virgin,2014,9780698168640
26809,['Radhika Sanghani'],Thirty Things I Love about Myself,2023,9781472277701
26810,['Radhika Sanghani'],30 Things I Love About Myself,2022,9780593335055
26811,['RADHIKA. SANGHANI'],30 THINGS I LOVE ABOUT MYSELF.,2022,9781472277671
26812,['Radhika Sanghani'],Virgin: Free Sampler,2014,9780263000412
26813,['Radhika Sanghani'],Virgin,2014,9781101975640
26814,['Julie Hyzy'],Eggsecutive Orders,2010,9781101171288
26815,['Julie Hyzy'],Foreign Éclairs,2016,9780425262405
26816,['Julie Hyzy'],Grace Takes Off,2013,9780425259665
26817,['Julie Hyzy'],Grace Against the Clock,2014,9780425259672
26818,['Julie Hyzy'],Affairs of Steak,2012,9781101553893
26819,['Julie Hyzy'],Grace Under Pressure,2010,9780425235218
26820,['Julie Hyzy'],Grace Sees Red,2016,9780425281628
26821,['Julie Hyzy'],State of the Onion,2008,9781101206522
26822,['Julie Hyzy'],Home of the Braised,2014,9781101592670
26823,['Julie Hyzy'],Hail to the Chef,2008,9780425224991
26824,['Laura Moore'],Once Touched,2015,9780345537027
26825,['Laura Moore'],Making Waves,2017,9780425284827
26826,['Laura Moore'],Believe in Me,2011,9780345482778
26827,['Laura Moore'],Chance Meeting,2002,9780743421638
26828,['Laura Moore'],Ride a Dark Horse,2001,9780743421621
26829,['Laura Moore'],Remember Me,2010,9780345519191
26830,['Laura Moore'],Trouble Me,2012,9780345532107
26831,['Laura Moore'],Remember Me,2010,9780345482761
26832,['Laura Moore'],Night Swimming,2007,9780307416193
26833,['Laura Moore'],In Your Eyes,2007,9780307415684
26834,['Anne Marsh'],Burning Up,2011,9780758279163
26835,['Anne Marsh'],The True Love Experiment,2023,9780369742148
26836,['Anne Marsh'],His Dark Bond,2011,9780758277831
26837,['Anne Marsh'],Royally Hung,2018,9780440001324
26838,['Anne Marsh'],Slow Burn,2013,9780758287878
26839,['Anne Marsh'],Reburn,2013,9781601830432
26840,['Keri Arthur'],City of Light,2016,9780451473509
26841,['Keri Arthur'],Embraced By Darkness,2007,9780553589610
26842,['Keri Arthur'],Fireborn,2014,9781101621875
26843,['Keri Arthur'],Kissing Sin,2010,9780440246398
26844,['Keri Arthur'],Deadly Vows,2020,9780648497394
26845,['Keri Arthur'],Blood Kissed,2017,9780648007715
26846,['Keri Arthur'],Darkness Falls,2014,9781101621943
26847,['Keri Arthur'],The Darkest Kiss,2008,9780553591149
26848,['Keri Arthur'],Winter Halo,2016,9780451473516
26849,['Keri Arthur'],Beneath a Darkening Moon,2012,9780345535801
26850,['Serena Williams'],On the Line,2009,9780446564021
26851,['Serena Williams'],The Adventures of Qai Qai,2022,9781250899293
26852,['Serena Williams'],My Life,2010,9781847396457
26853,"['Daniel Paisner', 'Serena Williams']",Serena Williams. My life,2015,9788897173427
26854,"['Serena Williams', 'Hilary Beard']",Venus and Serena,2005,9780618576531
26855,"['Venus Williams', 'Laura Buller', 'Serena Williams', 'Russell Sadur']",How to Play Tennis,2005,9781405306737
26856,"['Patrick Mouratoglou', 'Serena Williams']",The Coach,2017,9781908724755
26857,"['Serena Williams', 'Daniel Paisner']",Serena Williams,2009,9781847375445
26858,['Serena Williams'],Queen of the Court,2009,9781847375438
26859,"['Venus Williams', 'Serena Williams']",SisterTales 2,2010,9780618449156
26860,['Andrew Breitbart'],Righteous Indignation,2011,9780446572828
26861,"['Andrew Breitbart', 'Mark Ebner']","Hollywood, Interrupted",2005,9780471706243
26862,"['Andrew Breitbart', 'Mark C. Ebner']","Hollywood, Interrupted",2004,9780471651604
26863,['Andrew Breitbart'],Righteous Indignation,2011,9780446582667
26864,['Andrew Marantz'],Antisocial,2020,9780525522287
26865,['Andrew Chadwick'],The Hybrid Media System,2017,9780190696733
26866,['Claude A. Clegg III'],The Black President,2021,9781421441887
26867,['Barbara Bottner'],I Am Here Now,2020,9781250207708
26868,['Barbara Bottner'],Where's My Turtle?,2020,9781524718053
26869,['Barbara Bottner'],An Annoying ABC,2011,9780375984693
26870,['Barbara Bottner'],What a Cold Needs,2019,9780823441723
26871,['Barbara Bottner'],An Annoying ABC: Read & Listen Edition,2011,9780375980749
26872,['Barbara Bottner'],Amy Is Famous,2019,9781250134905
26873,['Barbara Bottner'],"Feet, Go to Sleep",2015,9780449813270
26874,['Barbara Bottner'],Miss Brooks' Story Nook (where tales are told and ogres are welcome),2014,9780449813300
26875,['Barbara Bottner'],Miss Brooks' Story Nook (where tales are told and ogres are welcome): Read & Listen Edition,2014,9780553508994
26876,['Barbara Bottner'],The Crankypants Tea Party,2020,9781481459013
26877,['Barbara Bottner'],Miss Brooks Loves Books (And I Don't),2018,9781984852106
26878,['Barbara Bottner'],Priscilla Gorilla,2017,9781481458986
26879,['Barbara Bottner'],The Scaredy Cats,2003,9780689837869
26880,"['Barbara Bottner', 'Gerald Kruglik']",Wallace's Lists,2004,9780060002244
26881,['Barbara Bottner'],Miss Brooks Loves Books (And I Don't): Read & Listen Edition,2010,9780307938312
26882,['Barbara Bottner'],Rosa's Room,2014,9781561457762
26883,['Barbara Bottner'],Bootsie Barker Bites,1997,9780698114272
26884,['Barbara Bottner'],Flower Girl,2012,9780761461197
26885,['Barbara Bottner'],Nana Hannah's Piano,2001,9780395781135
26886,"['Barbara Bottner', 'Alexander Stadler']",Charlene Loves to Make Noise,2002,9780762412976
26887,"['Barbara Bottner', 'Alexander Stadler']",Charlene Loves to Make Noise,2004,9780762418411
26888,"['Barbara Bottner', 'Gerald Kruglik']",Pish and Posh,2005,9780060514181
26889,['Barbara Bottner'],Two Messy Friends,1999,9780590632850
26890,['Barbara Bottner'],The World's Greatest Expert on Absolutely Everything is Crying,1984,9780060205881
26891,['Barbara Bottner'],Bootsie Barker Ballerina,1998,9780064442411
26892,"['Barbara Bottner', 'Gerald Kruglik']",Pish and Posh Wish for Fairy Wings,2007,9780060514211
26893,['Barbara Bottner'],Hurricane Music,1995,9780399225444
26894,"['Barbara Bottner', 'Gerald Kruglik']",It's Not Marsha's Birthday,2003,9780307463333
26895,['Christine Wenger'],Not Your Average Cowboy,2011,9781459217560
26896,['Christine Wenger'],The Cowboy And The CEO,2007,9781426804168
26897,['Christine Wenger'],The Tycoon's Perfect Match,2009,9781426834479
26898,['Christine Wenger'],The Cowboy Way,2011,9781459224759
26899,"['Christyne Butler', 'Christine Wenger']",Wyoming Country Legacy: Her Unexpected Cowboy Match,2020,9781488076343
26900,['Christine Wenger'],Macaroni and Freeze,2015,9780698187788
26901,['Christine Wenger'],It's a Wonderful Knife,2016,9780698187801
26902,['Christine Wenger'],"Diners, Drive-Ins, and Death",2015,9781101638422
26903,['Christine Wenger'],It's That Time of Year,2008,9781426824159
26904,"['Christine Wenger', 'Cathy McDavid']",Home on the Ranch: Arizona Reunion,2018,9781488037306
26905,['Erika Robuck'],Fallen Beauty,2014,9781101615638
26906,['Erika Robuck'],The Invisible Woman,2021,9780593102152
26907,['Erika Robuck'],Hemingway's Girl,2012,9780451237880
26908,['Erika Robuck'],Call Me Zelda,2013,9780451239921
26909,['Erika Robuck'],Sisters of Night and Fog,2022,9780593102176
26910,['Erika Robuck'],The House of Hawthorne,2016,9780451474650
26911,['Erika Robuck'],Read Pink Hemingway's Girl,2013,9780451467515
26912,['Erika Robuck'],Receive Me Falling,2009,9780982229804
26913,"['Melanie Benjamin', 'Amanda Hodgkinson', 'Jenna Blum', 'Pam Jenoff', 'Karen White', 'Sarah Jio', 'Erika Robuck', 'Kristina McMorris', 'Sarah McCoy', 'Alyson Richman']",Grand Central,2014,9781410473202
26914,['Erika Robuck'],Sluzaca Hemingwaya,2013,9788378396130
26915,['Erika Robuck'],De onzichtbare vrouw,2021,9789046828120
26916,['Erika Robuck'],The Invisible Woman,2021,9780593102145
26917,['Erika Robuck'],Fallen Beauty,2014,9780451418906
26918,['Erika Robuck'],Sisters of Night and Fog,2022,9780593102169
26919,['Erika Montgomery'],Our Place on the Island,2023,9781250274113
26920,['Sarah-Jane Stratford'],Radio Girls,2016,9780698195295
26921,['Sarah-Jane Stratford'],Red Letter Days,2020,9780698195301
26922,['Sarah Jane Stratford'],The Moonlight Brigade,2011,9781429983846
26923,['Sarah-Jane Stratford'],Radio Girls,2020,9783442716449
26924,['Sarah Jane Stratford'],The Midnight Guardian,2009,9781429985499
26925,['Sarah-Jane STRATFORD'],Héroïnes,2021,9782714495167
26926,['Sarah Jane Downing'],Fashion in the Time of William Shakespeare,2014,9781784420130
26927,['Sarah Jane'],The Royal's Fortune,2020,9781658827065
26928,['Sarah Jane Stratford'],La guardia de medianoche,2010,9789584525864
26929,['Amanda Flower'],Crime and Poetry,2016,9780451477446
26930,['Amanda Flower'],Farm to Trouble,2021,9781492699927
26931,['Amanda Flower'],A Plain Malice,2014,9781502960566
26932,['Amanda Flower'],Peanut Butter Panic,2022,9781496734617
26933,['Amanda Flower'],Because I Could Not Stop for Death,2022,9780593336946
26934,['Amanda Flower'],Courting Can Be Killer,2020,9781496724038
26935,['Amanda Flower'],A Plain Death,2012,9781433676970
26936,['Amanda Flower'],Criminally Cocoa,2019,9781496726711
26937,['Amanda Flower'],Marriage Can Be Mischief,2021,9781496724069
26938,['Amanda Flower'],Prose and Cons,2016,9780698410220
26939,['Anna Kim'],Danbi Leads the School Parade,2020,9780451478894
26940,['Anna Kim'],Danbi's Favorite Day,2023,9780451481726
26941,['Anna Kim'],China,2013,9781493540327
26942,['Anna S. Kim'],France,2013,9781490579078
26943,['Anna Kim'],Anatomy of a Night,2016,9781911420705
26944,['Anna Kim'],The Great Homecoming,2020,9781846276576
26945,['Anna Kim'],Erotic Short Stories from Around the World VOL1 - By Anna Kim,2023,9798386171094
26946,['Anna Kim'],Butterfly Magic (English),2023,9798218227494
26947,['Anna Kim'],Frozen Time,2010,9781572411722
26948,['Anna Kim'],Aria the World Traveler,2012,9781480053779
26949,['Anna Fifield'],The Great Successor,2019,9781541742505
26950,['Anna Kim'],Guardians of God: Rise of Kingdom,1900,9781005851606
26951,['Anna Kim-Lan McCauley'],Miles from Home,1984,9780961243005
26952,['Anna C Kim'],Butterfly Magic Coloring Book,2023,9781088226438
26953,['Anna Kim'],Aria the World Traveler Coloring Book,2016,9781532945328
26954,['Anna C Kim'],Butterfly Magic (Korean),2023,9781088190685
26955,['Anna Kim'],Aria the World Traveler: Spain,2015,9781517784386
26956,['Anna Kim'],Aria the World Traveler - Kenya,2014,9781502807502
26957,['Anna Kim'],Aria the World Traveler Coloring Book,2014,9781499236279
26958,['Sparrow Beckett'],To Have and to Master,2016,9780698198548
26959,['Sparrow Beckett'],Finding Master Right,2015,9780698198524
26960,['Sparrow Beckett'],Fueling His Hunger,2016,9780451488367
26961,['Sparrow Beckett'],Playing Hard to Master,2015,9780698198531
26962,['Sparrow Beckett'],All's Fair in Love and Mastery,2019,9780451492142
26963,['Sparrow Beckett'],Master in Shining Armor,2018,9780451492135
26964,['Sparrow Beckett'],Pushing Her Limits,2017,9780451488374
26965,['Sparrow Beckett'],Stealing His Thunder,2016,9780451488350
26966,['Leia Shaw'],Vampire Vigilante,2018,9781386067580
26967,['Sparrow Beckett'],Feral King,2017,9781548461096
26968,['Charlaine Harris'],All Together Dead,2007,9780441014941
26969,['Charlaine Harris'],The Complete Sookie Stackhouse Stories,2017,9780399587597
26970,['Charlaine Harris'],Definitely Dead,2006,9780441014002
26971,['Charlaine Harris'],Night Shift,2016,9780425263228
26972,['Charlaine Harris'],Dead Until Dark,2010,9780441019335
26973,['Charlaine Harris'],Dead and Gone,2009,9780441017157
26974,['Charlaine Harris'],After Dead,2013,9781101635988
26975,['Charlaine Harris'],Day Shift,2016,9780425263204
26976,['Charlaine Harris'],Living Dead in Dallas,2002,9780441009237
26977,['Charlaine Harris'],Dead Reckoning,2012,9781937007355
26978,"['Charlaine Harris', 'Toni L. P. Kelner']",Dead But Not Forgotten,2014,9780698140509
26979,"['Laurell K. Hamilton', 'Charlaine Harris', 'MaryJanice Davidson', 'Angela Knight', 'Vickie Taylor']",Bite,2004,9781101146842
26980,['Charlaine Harris'],Dead in the Family,2011,9780441020157
26981,['Charlaine Harris'],From Dead to Worse,2008,9781440631818
26982,['Charlaine Harris'],Dead Ever After,2014,9780425256398
26983,['Charlaine Harris'],Small Kingdoms and Other Stories,2019,9781625673770
26984,['Charlaine Harris'],An Ice Cold Grave,2007,9781101207543
26985,['Charlaine Harris'],A Fool and His Honey,2016,9781625672148
26986,['Charlaine Harris'],An Easy Death,2018,9781481494922
26987,['Charlaine Harris'],The Russian Cage,2021,9781481495004
26988,['Charlaine Harris'],Dead Over Heels,2016,9781625672131
26989,['Charlaine Harris'],Deadlocked,2014,9780425269633
26990,['Charlaine Harris'],Poppy Done to Death,2009,9781101082010
26991,['Charlaine Harris'],Real Murders,2016,9781625672094
26992,['Charlaine Harris'],A Secret Rage,2014,9781625671103
26993,['Charlaine Harris'],Grave Surprise,2007,9780425214701
26994,['Charlaine Harris'],All Together Dead,2011,9780575117082
26995,['Charlaine Harris'],Dead Reckoning,2012,9780575096547
26996,['Charlaine Harris'],Harper Connelly Mysteries Quartet,2011,9781101523827
26997,['Charlaine Harris'],"Three Bedrooms, One Corpse",2016,9781625672117
26998,['Charlaine Harris'],Last Scene Alive,2002,9781429980296
26999,['Charlaine Harris'],The Sookie Stackhouse Companion,2012,9780575097155
27000,['Charlaine Harris'],Grave Secret,2022,9781399609548
27001,['Charlaine Harris'],Club Dead,2011,9780575117044
27002,['Charlaine Harris'],Shakespeare's Christmas,2015,9781250107305
27003,['Charlaine Harris'],Sleep Like a Baby,2017,9781250090065
27004,['Charlaine Harris'],A Bone to Pick,1994,9780373261369
27005,['Charlaine Harris'],Charlaine Harris Mysteries,2012,9781101653074
27006,['Charlaine Harris'],True Blood Omnibus,2011,9780575110380
27007,['Charlaine Harris'],The Serpent in Heaven,2022,9781982182496
27008,['Charlaine Harris'],A Secret Rage & Sweet and Deadly Omnibus,2017,9781625672766
27009,['Charlaine Harris'],The Charlaine Harris Sampler,2011,9780575129887
27010,"['Charlaine Harris', 'Christopher Golden', 'Jonathan Maberry', 'Kelley Armstrong', 'Kat Richardson', 'Seanan McGuire', 'Tim Lebbon', 'Cherie Priest', 'James A. Moore', 'Mark Morris']",Indigo,2017,9781466888357
27011,['Charlaine Harris'],Shakespeare's Counselor,2001,9781429975032
27012,"['Charlaine Harris', 'Christopher Golden']",Cemetery Girl: Book One,2014,9781101616444
27013,"['Christopher Golden', 'Charlaine Harris', 'Thomas E. Sniegoski']",Don't Go Alone,2017,9780977925650
27014,"['George R. R. Martin', 'Gardner R. Dozois']",Down These Strange Streets,2011,9780441020744
27015,['Charlaine Harris'],Dead To The World,2009,9780575089433
27016,['Charlaine Harris'],Layla Steps Up,2018,9781625672285
27017,['Charlaine Harris'],Charlaine Harris: More Aurora Teagarden Mysteries,2012,9781101578995
27018,"['Charlaine Harris', 'Jim Butcher', 'Sherrilyn Kenyon']",Blood Lite,2009,9781439148402
27019,"['Charlaine Harris', 'Toni L. P. Kelner']",Games Creatures Play,2014,9781780872636
27020,['Charlaine Harris'],Dead as a Doornail,2011,9780575117068
27021,['Charlaine Harris'],Definitely Dead,2007,9780441014910
27022,"['Charlaine Harris', 'Amanda Stevens']",Dead of Night,2013,9781460319529
27023,['Charlaine Harris'],Midnight Crossroad,2014,9780425263150
27024,['Charlaine Harris'],All the Dead Shall Weep,2023,9780349430423
27025,"['Charlaine Harris', 'Toni L. P. Kelner']",Death's Excellent Vacation,2012,9780575097926
27026,['Charlaine Harris'],Charlaine Harris: The Lily Bard Mysteries,2012,9781101644546
27027,['Charlaine Harris'],A Longer Fall,2020,9780349418056
27028,['Charlaine Harris'],Untitled Charlaine Harris 5 of 5,2010,9781409100706
27029,['Charlaine Harris'],Grave Sight,2005,9781101205600
27030,['Donald Driver'],Driven,2014,9780385349161
27031,['Donald Driver'],Quickie Handles a Loss,2009,9780615329840
27032,['Donald Driver'],Quickie Makes the Team,2008,9780615234618
27033,['Donald Driver'],Quickie Goes to the Big Game,2011,9780615548715
27034,['Donald Driver'],Quickie Stands Up to a Bully,2014,9780692289280
27035,['Donald Driver'],The 3D Body Revolution,2017,9780451497468
27036,['Donald Driver'],Status Quo Vadis,1973,9780822210764
27037,['Sue Fliess'],Cicada Symphony,2023,9780807511619
27038,['Sue Fliess'],Tons of Trucks,2012,9780547449272
27039,['Sue Fliess'],The Bug Book,2016,9780399543814
27040,['Sue Fliess'],Mary Had a Little Lab,2018,9780807549834
27041,['Sue Fliess'],A Fairy Friend,2016,9781627790819
27042,['Sue Fliess'],The Earth Gives More,2019,9780807577110
27043,['Sue Fliess'],Christmas Cheer,2020,9781338349580
27044,['Sue Fliess'],Flash and Gleam,2020,9781541557703
27045,['Sue Fliess'],Marine Biologists on a Dive,2022,9780807541562
27046,['Sue Fliess'],Ninja Camp,2019,9780762463305
27047,['Sue Fliess'],Little Red Rhyming Hood,2019,9780807545997
27048,['Sue Fliess'],A Gluten-Free Birthday for Me!,2013,9780807529560
27049,['Sue Fliess'],Archaeologists on a Dig,2022,9780807541555
27050,['Sue Fliess'],From Here to There,2016,9780807526231
27051,['Sue Fliess'],Let's Build,2014,9781477847244
27052,['Sue Fliess'],How to Track an Easter Bunny,2019,9781510744318
27053,['Sue Fliess'],Calling All Cars,2016,9781492618812
27054,['Sue Fliess'],Volcano Experts on the Edge,2023,9780807541449
27055,['Sue Fliess'],Haunted Halloween,2018,9781338045338
27056,['Sue Fliess'],The Princess and the Petri Dish,2020,9780807566459
27057,['Sue Fliess'],Goblin Hood,2016,9780451533159
27058,['Sue Fliess'],Goldilocks and the Three Engineers,2021,9780807530009
27059,['Sue Fliess'],Astronauts on the Space Station,2022,9780807541531
27060,['Sue Fliess'],Insect Experts in the Rain Forest,2022,9780807541487
27061,['Sue Fliess'],Beatrice Bly's Rules for Spies 1: The Missing Hamster,2021,9781645950288
27062,['Sue Fliess'],Rumble and Roar,2022,9781541598690
27063,['Sue Fliess'],Mrs. Claus Takes the Reins,2018,9781503936980
27064,['Sue Fliess'],Shoes for Me!,2018,9781477810699
27065,['Sue Fliess'],How to Spook a Ghost,2023,9781510774094
27066,['Sue Fliess'],How to Find a Unicorn,2020,9781510754089
27067,['Sarah Jio'],Always,2017,9781101885024
27068,['Sarah Jio'],The Violets of March,2011,9780452297036
27069,['Sarah Jio'],Blackberry Winter,2012,9780452298385
27070,['Sarah Jio'],Goodnight June,2014,9780142180211
27071,['Sarah Jio'],The Look of Love,2014,9781101628881
27072,['Sarah Jio'],The Bungalow,2011,9781101565674
27073,['Sarah Jio'],Morning Glory,2013,9780142196991
27074,['Sarah Jio'],All the Flowers in Paris,2020,9781101885079
27075,['Sarah Jio'],The Last Camellia,2013,9780452298392
27076,['Sarah Jio'],With Love from London,2022,9781101885086
27077,['Sarah Jio'],Goodnight June,2020,9781409190851
27078,['Sarah Jio'],The Bungalow,2020,9781409190837
27079,['Sarah Jio'],Morning Glory,2020,9781409190875
27080,['Sarah Jio'],Blackberry Winter,2019,9781409190783
27081,['Sarah Jio'],The Bookshop on Primrose Hill,2022,9781398712294
27082,['Sarah Jio'],The Violets of March,2012,9781611735246
27083,['Sarah Jio'],Frost i mai,2014,9788202434434
27084,['Sarah Jio'],Always,2017,9781101966044
27085,['Sarah Jio'],Brombeerwinter,2014,9783641101985
27086,['Sarah Jio'],Blackberry Winter - 12 Copy Floor,2012,9780452294677
27087,['Sarah Jio'],With Love from London,2022,9781638082309
27088,['Sarah Jio'],Last Camellia,2013,9781322815923
27089,"['Sarah McCoy', 'Jenna Blum', 'Sarah Jio', 'Kristin Hannah']",Grand central,2015,9789402305470
27090,['Sarah Jio'],Violetas de Marzo,2012,9788490190944
27091,['Sarah Jio'],As Violetas de Março,2013,9788581632223
27092,['Sarah Jio'],Bungalo,2021,9789669428264
27093,['Sarah Jio'],Zimtsommer,2016,9783641174736
27094,['Sarah Jio'],Huset på stranden,2016,9788202410537
27095,['Sarah Jio'],Chionismenos maēs,2017,9786180119657
27096,['Sarah Jio'],"God natt, June",2016,9788202472061
27097,['Sarah Jio'],Fioler i mars,2016,9788202509859
27098,['Sarah Jio'],A Última Camélia,2017,9788581638355
27099,['Sarah Jio'],Tutti i fiori di Parigi,2023,9788867027859
27100,['Sarah Jio'],Irgendwo für immer,2011,9783641065980
27101,['Sarah Jio'],Tamjanuški vo mart,2018,9786084672920
27102,"['Alison McQueen', ""Reader's Digest Association (Great Britain)"", 'Jenny Colgan', 'Sarah Jio', ""Reader's Digest Association (Great Britain) Staff""]",The Secret Children,2012,9781780201122
27103,"['Sarah Jio', 'Dorota Malina', 'Społeczny Instytut Wydawniczy Znak']",Jeżynowa zima,2012,9788324023073
27104,['Sarah Jio'],Schmetterlinge im Winter,2018,9783641211165
27105,['Sarah Jio'],Il diario di velluto cremisi,2012,9788842921189
27106,['Sarah Jio'],To vlemma tēs agapēs,2016,9786180115444
27107,['Sarah Jio'],O bangalô,2015,9788581637679
27108,['Sarah Jio'],Neve a primavera,2015,9788850238859
27109,['Sarah Jio'],An einem Tag mit dir,2012,9783641083120
27110,['Sarah Jio'],Neve na primavera,2015,9788581637235
27111,['Sarah Jio'],Morgengry,2015,9788202477400
27112,['Sarah Jio'],Toate florile Parisului,2020,9786063356490
27113,['Ed Offley'],Turning the Tide,2012,9780465031641
